"Pr_70_60_36_49","Low Temperature Hot Water (LTHW) Underfloor Heating","Pr_70_60_36"
"Pr_70_60_36_56","Natural Convectors","Pr_70_60_36"
"Pr_70_60_36_70","Radiant Luminous Heaters","Pr_70_60_36"
"Pr_70_60_36_71","Radiant Panels","Pr_70_60_36"
"Pr_70_60_36_72","Radiant Tube Heaters","Pr_70_60_36"
"Pr_70_60_36_73","Radiators","Pr_70_60_36"
"Pr_70_60_36_74","Room Heaters","Pr_70_60_36"
"Pr_70_60_36_80","Solid Fuel Room Heaters","Pr_70_60_36"
"Pr_70_60_36_88","Thermal Storage Heaters","Pr_70_60_36"
"Pr_70_60_36_90","Trench Heating","Pr_70_60_36"
"Pr_70_60_36_93","Unit Heaters","Pr_70_60_36"
"Pr_70_60_36_97","Wood-Burning Stoves","Pr_70_60_36"
"Pr_70_60_37","Heat Pumps","Pr_70_60"
"Pr_70_60_37_02","Air To Air Heat Pumps","Pr_70_60_37"
"Pr_70_60_37_04","Air To Water Heat Pumps","Pr_70_60_37"
"Pr_70_60_37_33","Gas Engine Driven Heat Pumps","Pr_70_60_37"
"Pr_70_60_37_35","Gas Fired Absorption Heat Pumps","Pr_70_60_37"
"Pr_70_60_37_35","Ground Source Heat Pumps","Pr_70_60_37"
"Pr_70_60_37_96","Water To Air Heat Pumps","Pr_70_60_37"
"Pr_70_60_37_98","Water To Water Heat Pumps","Pr_70_60_37"
"Pr_70_60_82","Space Heating Fittings And Equipment","Pr_70_60"
"Pr_70_60_82_29","Fenders","Pr_70_60_82"
"Pr_70_60_82_30","Fireplace Hearths","Pr_70_60_82"
"Pr_70_60_82_31","Fireplace Hoods","Pr_70_60_82"
"Pr_70_60_82_32","Fireplace Surrounds","Pr_70_60_82"
"Pr_70_60_82_42","Inset Open Fireplace Surrounds And Hearths","Pr_70_60_82"
"Pr_70_60_82_43","Inset Open Fires","Pr_70_60_82"
"Pr_70_65","Air And Fume Outlet Products","Pr_70"
"Pr_70_65_03","Air Conditioning Units","Pr_70_65"
"Pr_70_65_03_02","Air Cooled Condensing Units","Pr_70_65_03"
"Pr_70_65_03_25","Dry Air Coolers","Pr_70_65_03"
"Pr_70_65_03_27","Evaporative Cooling Units","Pr_70_65_03"
"Pr_70_65_03_29","Fan Coil Units","Pr_70_65_03"
"Pr_70_65_03_42","Indoor Refrigeration Units","Pr_70_65_03"
"Pr_70_65_03_43","Induction Units","Pr_70_65_03"
"Pr_70_65_03_47","Local Air Conditioning Units","Pr_70_65_03"
"Pr_70_65_03_72","Room Air Conditioning Units","Pr_70_65_03"
"Pr_70_65_03_84","Split Coil Remote Air Cooled Condensing Units","Pr_70_65_03"
"Pr_70_65_03_86","Split Coil Room Air Conditioning Units","Pr_70_65_03"
"Pr_70_65_03_94","Variable Refrigerant Flow Units","Pr_70_65_03"
"Pr_70_65_04_02","Air Diffusers","Pr_70_65_04"
"Pr_70_65_04_22","Displacement Ventilation Diffusers","Pr_70_65_04"
"Pr_70_65_04_30","Floor Linear Air Diffusers","Pr_70_65_04"
"Pr_70_65_04_32","Floor-Mounted Air Plenum Boxes","Pr_70_65_04"
"Pr_70_65_04_46","Laminar Flow Panels","Pr_70_65_04"
"Pr_70_65_04_48","Linear Air Diffusers","Pr_70_65_04"
"Pr_70_65_04_73","Roof Ridge Air Terminals","Pr_70_65_04"
"Pr_70_65_04_75","Roof Slope Air Terminals","Pr_70_65_04"
"Pr_70_65_04_76","Roof Stack Air Terminals","Pr_70_65_04"
"Pr_70_65_04_84","Specialist Air Terminals","Pr_70_65_04"
"Pr_70_65_04_86","Swirl Air Diffusers","Pr_70_65_04"
"Pr_70_65_04_95","Ventilated Ceilings","Pr_70_65_04"
"Pr_70_65_30","Flues And Chimneys","Pr_70_65"
"Pr_70_65_30_14","Clay Chimney Pots","Pr_70_65_30"
"Pr_70_65_30_15","Clay Flue Liner Terminals","Pr_70_65_30"
"Pr_70_65_30_16","Concrete Chimney Pots","Pr_70_65_30"
"Pr_70_65_30_30","Flue Liners","Pr_70_65_30"
"Pr_70_65_30_32","Fume Extract Discharge Stacks","Pr_70_65_30"
"Pr_70_65_30_51","Metal Flues And Chimneys","Pr_70_65_30"
"Pr_70_65_30_84","Stainless Steel Chimney Pots","Pr_70_65_30"
"Pr_70_65_82","Smoke And Heat Exhaust Ventilators","Pr_70_65"
"Pr_70_65_82_56","Natural Smoke And Heat Exhaust Ventilators","Pr_70_65_82"
"Pr_70_65_82_64","Powered Smoke And Heat Exhaust Ventilators","Pr_70_65_82"
"Pr_70_70","Power And Lighting Outlet Products","Pr_70"
"Pr_70_70_27","Electrical Outlets","Pr_70_70"
"Pr_70_70_27_06","Balanced Twisted-Pair Cable Outlets","Pr_70_70_27"
"Pr_70_70_27_11","Cable Outlets","Pr_70_70_27"
"Pr_70_70_27_12","Ceiling Roses","Pr_70_70_27"
"Pr_70_70_27_42","Industrial Plugs","Pr_70_70_27"
"Pr_70_70_27_43","Industrial Socket Outlets","Pr_70_70_27"
"Pr_70_70_27_55","Multi-Gang Power Outlets","Pr_70_70_27"
"Pr_70_70_27_70","Raised Access Floor Service Outlets","Pr_70_70_27"
"Pr_70_70_27_71","Rj_45 To Bt Plug Adaptors","Pr_70_70_27"
"Pr_70_70_27_72","Round Pin Socket Outlets","Pr_70_70_27"
"Pr_70_70_27_75","Service Outlets","Pr_70_70_27"
"Pr_70_70_27_77","Shaver Supply Units","Pr_70_70_27"
"Pr_70_70_27_78","Single Voltage Shaver Outlets","Pr_70_70_27"
"Pr_70_70_27_82","Specialist Socket Outlets","Pr_70_70_27"
"Pr_70_70_27_84","Standard Socket Outlets and lampholders|","Pr_70_70_27"
"Pr_70_70_49_15","Combined Emergency Luminaires","Pr_70_70_49"
"Pr_70_70_49_22","Dedicated Slave Emergency Luminaires","Pr_70_70_49"
"Pr_70_70_49_26","Edison Screw Lampholders","Pr_70_70_49"
"Pr_70_70_49_27","Electrical Low Mounted Way-Guidance Lighting Modules","Pr_70_70_49"
"Pr_70_70_49_28","Electrical Low Mounted Way-Guidance Lighting Supply Units","Pr_70_70_49"
"Pr_70_70_49_30","Fibre Optic Luminaires","Pr_70_70_49"
"Pr_70_70_49_36","High Pressure Mercury Lamps","Pr_70_70_49"
"Pr_70_70_49_37","High Pressure Sodium Lamps","Pr_70_70_49"
"Pr_70_70_49_40","Indicator Lamps","Pr_70_70_49"
"Pr_70_70_49_41","Induction Lamps","Pr_70_70_49"
"Pr_70_70_49_42","Infrared Illuminatorsn","Pr_70_70_49"
"Pr_70_70_49_43","Light-Emitting Diode (LED) Luminaires","Pr_70_70_49"
"Pr_70_70_49_44","Lighting Tracks","Pr_70_70_49"
"Pr_70_70_49_45","Low Pressure Sodium Lamps","Pr_70_70_49"
"Pr_70_70_49_46","Luminaire Changeover Relays","Pr_70_70_49"
"Pr_70_70_49_47","Luminaire Hold-Off Relays","Pr_70_70_49"
"Pr_70_70_49_48","Luminaire Smoke Hoods","Pr_70_70_49"
"Pr_70_70_49_49","Luminaire Sub-Circuit Relays","Pr_70_70_49"
"Pr_70_70_49_50","Luminaire Inverter Modules","Pr_70_70_49"
"Pr_70_70_49_52","Metal Halide Lamps","Pr_70_70_49"
"Pr_70_70_49_59","Optical Fibre Emergency Luminaires","Pr_70_70_49"
"Pr_70_70_49_71","Recessed Luminaires","Pr_70_70_49"
"Pr_70_70_49_75","Safety Pendant Lampholders","Pr_70_70_49"
"Pr_70_70_49_76","Self-Ballasted Compact Fluorescent Lamps","Pr_70_70_49"
"Pr_70_70_49_77","Self-Contained Emergency Luminaires","Pr_70_70_49"
"Pr_70_70_49_78","Semi-Recessed Luminaires","Pr_70_70_49"
"Pr_70_70_49_86","Suspended Luminaires","Pr_70_70_49"
"Pr_70_70_49_88","Tubular Fluorescent Lamps","Pr_70_70_49"
"Pr_70_70_49_89","Tungsten Filament Lamps","Pr_70_70_49"
"Pr_70_70_49_90","Tungsten Halogen Lamps","Pr_70_70_49"
"Pr_70_70_49_91","Two And Four Pin Compact Fluorescent Lamps","Pr_70_70_49"
"Pr_70_75","Communications Outlet Products","Pr_70"
"Pr_70_75_02","Alarms And Sounders","Pr_70_75"
"Pr_70_75_02_22","Deliberately Operated Intruder Alarm Devices","Pr_70_75_02"
"Pr_70_75_02_25","Electronic Sounders","Pr_70_75_02"
"Pr_70_75_02_26","Emergency Alarm Devices","Pr_70_75_02"
"Pr_70_75_02_27","Emergency Break Glass Units","Pr_70_75_02"
"Pr_70_75_02_28","External Intruder Alarm Sounders","Pr_70_75_02"
"Pr_70_75_02_30","Fire Alarm Sounders","Pr_70_75_02"
"Pr_70_75_02_40","Internal Electronic Intruder Alarm Sounders","Pr_70_75_02"
"Pr_70_75_02_52","Medical Gas Area Alarm Devices","Pr_70_75_02"
"Pr_70_75_02_94","Vibrating Intruder Alarm Pagers","Pr_70_75_02"
"Pr_70_75_02_95","Vibrating Pillow Pads","Pr_70_75_02"
"Pr_70_75_02_96","Vibrating Radio Pagers","Pr_70_75_02"
"Pr_70_75_02_97","Visual Alarm Signal Devices","Pr_70_75_02"
"Pr_70_75_36","Headphones And Loudspeakers","Pr_70_75"
"Pr_70_75_36_03","Automatic Announcement Equipment","Pr_70_75_36"
"Pr_70_75_36_36","Headsets And Headphones","Pr_70_75_36"
"Pr_70_75_36_37","Hearing And Assisted Listening Headsets","Pr_70_75_36"
"Pr_70_75_36_49","Loudspeakers","Pr_70_75_36"
"Pr_70_75_36_84","Stethosets","Pr_70_75_36"
"Pr_70_75_77","Signal Receiver","Pr_70_75"
"Pr_70_75_77_08","Bodypack Receivers","Pr_70_75_77"
"Pr_70_75_77_43","Induction Neck Loops","Pr_70_75_77"
"Pr_70_75_77_88","Telemetry Receivers","Pr_70_75_77"
"Pr_70_75_88","Telecoms And Audio/Visual Outlets","Pr_70_75"
"Pr_70_75_88_03","Analogue Telephone Handsets","Pr_70_75_88"
"Pr_70_75_88_05","Audio/ Visual Outlets","Pr_70_75_88"
"Pr_70_75_88_11","Call Information Logging Equipment","Pr_70_75_88"
"Pr_70_75_88_22","Digital Cordless Telephone Handsets","Pr_70_75_88"
"Pr_70_75_88_24","Digital Terminals","Pr_70_75_88"
"Pr_70_75_88_28","Extension Ringers","Pr_70_75_88"
"Pr_70_75_88_29","Fibre Optic Cable Outlets","Pr_70_75_88"
"Pr_70_75_88_60","Payphones","Pr_70_75_88"
"Pr_70_75_88_86","Surveillance Monitors","Pr_70_75_88"
"Pr_70_75_88_89","Telephone Operator Consoles","Pr_70_75_88"
"Pr_70_75_88_90","Television Outlets","Pr_70_75_88"
"Pr_70_75_88_91","Televisions","Pr_70_75_88"
"Pr_70_75_90","Traffic And Pedestrian Control Signals","Pr_70_75"
"Pr_70_75_90_04","Aviation Approach Indicators","Pr_70_75_90"
"Pr_70_75_90_05","Aviation Ground Lights","Pr_70_75_90"
"Pr_70_75_90_07","Belisha Beacons","Pr_70_75_90"
"Pr_70_75_90_53","Motorway Lane Signals","Pr_70_75_90"
"Pr_70_75_90_56","Navigation Signal Buoys","Pr_70_75_90"
"Pr_70_75_90_62","Pedestrian Crossing Lights","Pr_70_75_90"
"Pr_70_75_90_70","Railway Crossing Signals","Pr_70_75_90"
"Pr_70_75_90_73","Road Traffic Lights","Pr_70_75_90"
"Pr_70_75_94","Visual And Audible Indicators","Pr_70_75"
"Pr_70_75_94_27","Electronic Scoreboards","Pr_70_75_94"
"Pr_70_75_94_40","Illuminated Indicators","Pr_70_75_94"
"Pr_70_75_94_41","Indicator Panels","Pr_70_75_94"
"Pr_70_75_94_42","Induction Loop Reassurance Indicators","Pr_70_75_94"
"Pr_70_75_94_48","Led Clusters","Pr_70_75_94"
"Pr_70_75_94_61","Overdoor Indicators","Pr_70_75_94"
"Pr_70_75_94_72","Remote Indicators","Pr_70_75_94"
"Pr_70_75_94_86","Starting Strobe Lights","Pr_70_75_94"
"Pr_70_75_94_95","Visual Indicators","Pr_70_75_94"
"Pr_70_75_94_99","Xenon Beacons","Pr_70_75_94"
"Pr_75","Services Control Products","Pr"
"Pr_75_30","Opening Control Products","Pr_75"
"Pr_75_30_26","Electric Door And Gate Operating Hardware","Pr_75_30"
"Pr_75_30_26_04","Automatic Door Opening Devices","Pr_75_30_26"
"Pr_75_30_26_05","Automatic Gate Opening Devices","Pr_75_30_26"
"Pr_75_30_26_22","Disabled Door Opening Pads","Pr_75_30_26"
"Pr_75_30_26_23","Door And Gate Access Controllers","Pr_75_30_26"
"Pr_75_30_26_24","Door Control Mats","Pr_75_30_26"
"Pr_75_30_26_26","Electromagnetic Door Holders","Pr_75_30_26"
"Pr_75_30_26_27","Electromagnetic Door Hold-Open And Swing-Free Devices","Pr_75_30_26"
"Pr_75_30_26_28","Emergency Door And Gate Stop Devices","Pr_75_30_26"
"Pr_75_30_26_42","Infra-Red Door And Gate Controllers","Pr_75_30_26"
"Pr_75_30_26_50","Manual Door And Gate Opening Devices","Pr_75_30_26"
"Pr_75_30_26_51","Microwave Door And Gate Controllers","Pr_75_30_26"
"Pr_75_30_26_62","Photo-Beam Door And Gate Controllers","Pr_75_30_26"
"Pr_75_30_27_05","Automatic Door Release Mechanisms","Pr_75_30_27"
"Pr_75_30_27_26","Electric Strikes And Faceplates","Pr_75_30_27"
"Pr_75_30_27_27","Electromechanical Door Locks","Pr_75_30_27"
"Pr_75_30_27_50","Magnetic Locks And Strike Plates","Pr_75_30_27"
"Pr_75_30_27_76","Shear Locks And Strike Plates","Pr_75_30_27"
"Pr_75_30_59","Opening Signalling Devices","Pr_75_30"
"Pr_75_30_59_27","Electric Door Bells","Pr_75_30_59"
"Pr_75_30_59_94","Vehicle Control Barrier Traffic Signals","Pr_75_30_59"
"Pr_75_30_62","Personal Transport Controllers","Pr_75_30"
"Pr_75_30_62_02","Personal Lift Controllers","Pr_75_30_62"
"Pr_75_30_62_41","Lift Landing Call Stations","Pr_75_30_62"
"Pr_75_50","Mechanical Services Control Products","Pr_75"
"Pr_75_50_33","Gas Fire Extinguishing Controls","Pr_75_50"
"Pr_75_50_33_50","Manual Releases","Pr_75_50_33"
"Pr_75_50_33_51","Manual Triggering And Stop Devices","Pr_75_50_33"
"Pr_75_50_33_56","Non-Electrical Gas Fire Extinguishing Disable Devices","Pr_75_50_33"
"Pr_75_50_33_64","Pneumatic Heat Actuators","Pr_75_50_33"
"Pr_75_50_33_88","Thermal Links","Pr_75_50_33"
"Pr_75_50_51","Medical Gases Controls","Pr_75_50"
"Pr_75_50_51_72","Remote Start Medical Gas Switch Panels","Pr_75_50_51"
"Pr_75_50_53","Miscellaneous Mechanical Controllers","Pr_75_50"
"Pr_75_50_53_26","Electronic Timers","Pr_75_50_53"
"Pr_75_50_53_27","Electronic Water Level Controllers","Pr_75_50_53"
"Pr_75_50_53_29","Float Water Level Controllers","Pr_75_50_53"
"Pr_75_50_53_30","Flush Controllers","Pr_75_50_53"
"Pr_75_50_53_51","Mechanical Timers","Pr_75_50_53"
"Pr_75_50_53_59","Overfill Prevention Devices","Pr_75_50_53"
"Pr_75_50_53_65","Proximity Sensor Flushing Controllers","Pr_75_50_53"
"Pr_75_50_53_70","Radar Controllers","Pr_75_50_53"
"Pr_75_50_53_71","Remote Controllers","Pr_75_50_53"
"Pr_75_70","Power And Lighting Control Products","Pr_75"
"Pr_75_70_26","Electrical Controls And Starters","Pr_75_70"
"Pr_75_70_26_02","A.C. Drives","Pr_75_70_26"
"Pr_75_70_26_04","A.C. Semiconductor Motor Controllers And Starters","Pr_75_70_26"
"Pr_75_70_26_22","Direct-On-Line Starters","Pr_75_70_26"
"Pr_75_70_26_26","Electromechanical Contactors","Pr_75_70_26"
"Pr_75_70_26_27","Electromechanical Control Circuit Devices","Pr_75_70_26"
"Pr_75_70_26_85","Star Delta Starters","Pr_75_70_26"
"Pr_75_70_27","Electrical Switches","Pr_75_70"
"Pr_75_70_27_03","Architrave Switches","Pr_75_70_27"
"Pr_75_70_27_05","Audio And Video Multi-Switches","Pr_75_70_27"
"Pr_75_70_27_11","Cable Couplers","Pr_75_70_27"
"Pr_75_70_27_13","Ceiling Light Switches","Pr_75_70_27"
"Pr_75_70_27_14","Ceiling Power Switches","Pr_75_70_27"
"Pr_75_70_27_22","Dimmer Switches And Controls","Pr_75_70_27"
"Pr_75_70_27_23","Double Pole Switches","Pr_75_70_27"
"Pr_75_70_27_27","Electrical Connection Boxes","Pr_75_70_27"
"Pr_75_70_27_29","Electrical Isolators","Pr_75_70_27"
"Pr_75_70_27_30","Float Switches","Pr_75_70_27"
"Pr_75_70_27_33","Fused Connection Units","Pr_75_70_27"
"Pr_75_70_27_41","Intruder Alarm Protective Switches","Pr_75_70_27"
"Pr_75_70_27_47","Light Switches","Pr_75_70_27"
"Pr_75_70_27_49","Luminaire Supporting Couplers","Pr_75_70_27"
"Pr_75_70_27_50","Main Communications Switches","Pr_75_70_27"
"Pr_75_70_27_51","Manual Control Switches","Pr_75_70_27"
"Pr_75_70_27_57","Nurse Emergency Pull-Switches","Pr_75_70_27"
"Pr_75_70_27_62","Photovoltaic Array Junction Boxes","Pr_75_70_27"
"Pr_75_70_27_64","Prefabricated Wiring Switches","Pr_75_70_27"
"Pr_75_70_27_76","Safety Pendant Sets","Pr_75_70_27"
"Pr_75_70_27_87","Tariff And Load Control Radio Tele-Switches","Pr_75_70_27"
"Pr_75_70_27_88","Tariff And Load Control Time Switches","Pr_75_70_27"
"Pr_75_70_27_89","Time Switches","Pr_75_70_27"
"Pr_75_72","Switchgear And Transformer Products","Pr_75"
"Pr_75_72_22","Distribution Boxes","Pr_75_72"
"Pr_75_72_22_22","Distribution Boards And Consumer Units","Pr_75_72_22"
"Pr_75_72_22_46","Lighting Distribution Boxes","Pr_75_72_22"
"Pr_75_72_22_50","Master Distribution Boxes","Pr_75_72_22"
"Pr_75_72_22_79","Slave Distribution Boxes","Pr_75_72_22"
"Pr_75_72_36","High Voltage Switchgear","Pr_75_72"
"Pr_75_72_36_34","High Voltage Circuit Breakers","Pr_75_72_36"
"Pr_75_72_36_35","High Voltage Disconnectors","Pr_75_72_36"
"Pr_75_72_36_36","High Voltage Earthing Switches","Pr_75_72_36"
"Pr_75_72_36_37","High Voltage Fuses","Pr_75_72_36"
"Pr_75_72_36_38","High Voltage Switch-Disconnectors","Pr_75_72_36"
"Pr_75_72_36_39","High Voltage Switches","Pr_75_72_36"
"Pr_75_72_36_40","High Voltage Switch-Fuse Combinations","Pr_75_72_36"
"Pr_75_72_36_41","High Voltage Switchgear","Pr_75_72_36"
"Pr_75_72_36_42","High Voltage Switchgear Tripping Units","Pr_75_72_36"
"Pr_75_72_36_72","Ring Main Units","Pr_75_72_36"
"Pr_75_72_37","High Voltage Transformers","Pr_75_72"
"Pr_75_72_37_07","Block Type Current Transformers","Pr_75_72_37"
"Pr_75_72_37_10","Bushing Type Current Transformers","Pr_75_72_37"
"Pr_75_72_37_20","Current Transformers","Pr_75_72_37"
"Pr_75_72_37_24","Dry Type Transformers","Pr_75_72_37"
"Pr_75_72_37_30","Fluid-Filled Transformers","Pr_75_72_37"
"Pr_75_72_37_72","Ring Core Type Current Transformers","Pr_75_72_37"
"Pr_75_72_48","Low Voltage Switchgear","Pr_75_72"
"Pr_75_72_48_05","Automatic Transfer Switching Equipment (TSE)","Pr_75_72_48"
"Pr_75_72_48_11","Changeover Switches","Pr_75_72_48"
"Pr_75_72_48_15","Control And Protective Switching Devices","Pr_75_72_48"
"Pr_75_72_48_19","Cubicle Switchboards","Pr_75_72_48"
"Pr_75_72_48_27","Electrical Cut Outs","Pr_75_72_48"
"Pr_75_72_48_29","Feed Units","Pr_75_72_48"
"Pr_75_72_48_30","Fire Barrier Units","Pr_75_72_48"
"Pr_75_72_48_48","Low Voltage Switches, Disconnectors, Switch-Disconnectors And Fuse Combination Units","Pr_75_72_48"
"Pr_75_72_48_49","Low Voltage Switchgear Tripping Units","Pr_75_72_48"
"Pr_75_72_48_62","Photovoltaic Generator Junction Boxes","Pr_75_72_48"
"Pr_75_72_48_86","Switchgear Mounting Framework","Pr_75_72_48"
"Pr_75_72_48_87","Tap-Off Units","Pr_75_72_48"
"Pr_75_75","Communications Control Products","Pr_75"
"Pr_75_75_01","Access Control Products","Pr_75_75"
"Pr_75_75_01_07","Biometric Fingerprint Readers","Pr_75_75_01"
"Pr_75_75_01_42","Intercom Entrance Panels","Pr_75_75_01"
"Pr_75_75_01_43","Intercom Remote Handsets","Pr_75_75_01"
"Pr_75_75_01_51","Magnetic Swipe Card Readers","Pr_75_75_01"
"Pr_75_75_01_52","Magnetic Swipe Cards","Pr_75_75_01"
"Pr_75_75_01_55","Multiple Technology Cards","Pr_75_75_01"
"Pr_75_75_01_67","Proximity Card Readers","Pr_75_75_01"
"Pr_75_75_01_68","Proximity Cards","Pr_75_75_01"
"Pr_75_75_01_80","Smart Card Readers And Writers","Pr_75_75_01"
"Pr_75_75_05","Audio And Video Controls","Pr_75_75"
"Pr_75_75_05_01","Artificial Reverberation, Time Delay And Frequency Shift Equipment","Pr_75_75_05"
"Pr_75_75_05_04","Automatic Gain Controllers","Pr_75_75_05"
"Pr_75_75_05_05","Auxiliary Passive Elements","Pr_75_75_05"
"Pr_75_75_05_47","Local Volume Controllers","Pr_75_75_05"
"Pr_75_75_05_86","Surveillance Equipment Control Matrices","Pr_75_75_05"
"Pr_75_75_15_11","Card Printers","Pr_75_75_15"
"Pr_75_75_15_15","Computer Keyboards","Pr_75_75_15"
"Pr_75_75_15_16","Computer Monitors","Pr_75_75_15"
"Pr_75_75_15_21","Desktop Computers","Pr_75_75_15"
"Pr_75_75_15_22","Digital Cameras","Pr_75_75_15"
"Pr_75_75_15_46","Laptop Computers","Pr_75_75_15"
"Pr_75_75_15_66","Printers","Pr_75_75_15"
"Pr_75_75_17","Control Buttons","Pr_75_75"
"Pr_75_75_17_13","Call Press Buttons","Pr_75_75_17"
"Pr_75_75_17_27","Emergency Stop Buttons","Pr_75_75_17"
"Pr_75_75_17_50","Manual Timing And Scoring Push Buttons","Pr_75_75_17"
"Pr_75_75_17_61","Call Reset Buttons","Pr_75_75_17"
"Pr_75_75_17_71","Request-To-Exit Buttons","Pr_75_75_17"
"Pr_75_75_18","Controllers And Control Panels","Pr_75_75"
"Pr_75_75_18_02","Actuators","Pr_75_75_18"
"Pr_75_75_18_04","Ambient Noise Sensing Controllers","Pr_75_75_18"
"Pr_75_75_18_14","Control And Indicating Equipment (CIE)","Pr_75_75_18"
"Pr_75_75_18_15","Control Panels","Pr_75_75_18"
"Pr_75_75_18_16","Controllers","Pr_75_75_18"
"Pr_75_75_18_22","D.C. Battery Charge Controllers","Pr_75_75_18"
"Pr_75_75_18_26","Electrical Automatic Controllers And Delay Devices","Pr_75_75_18"
"Pr_75_75_18_29","Field Controllers","Pr_75_75_18"
"Pr_75_75_18_56","Non-Electrical Automatic Controllers And Delay Devices","Pr_75_75_18"
"Pr_75_75_18_62","Photoelectric Lighting Controllers","Pr_75_75_18"
"Pr_75_75_18_72","Remote Infrared Lighting Controllers","Pr_75_75_18"
"Pr_75_75_18_82","Start Controllers","Pr_75_75_18"
"Pr_75_75_18_84","Level Controllers","Pr_75_75_18"
"Pr_75_75_18_91","Turbine Controllers","Pr_75_75_18"
"Pr_75_75_51","Miscellaneous Communications Controls","Pr_75_75"
"Pr_75_75_51_22","Disabled Refuge Master Stations","Pr_75_75_51"
"Pr_75_75_51_23","Disabled Refuge Outstations","Pr_75_75_51"
"Pr_75_75_51_63","Patient Handsets","Pr_75_75_51"
"Pr_75_75_51_71","Intruder Alarm Remote Keypads","Pr_75_75_51"
"Pr_75_75_51_74","Assistance Call Reset Units","Pr_75_75_51"
"Pr_75_75_51_85","Starting Platforms","Pr_75_75_51"
"Pr_75_75_51_89","Timing And Scoring Touch Pads","Pr_75_75_51"
"Pr_75_75_67","Pull Cords","Pr_75_75"
"Pr_75_75_67_63","Patient Pull Cords","Pr_75_75_67"
"Pr_75_75_67_68","Assistance Call Pull Cords","Pr_75_75_67"
"Pr_75_75_76","Sensors, Detectors And Monitors","Pr_75_75"
"Pr_75_75_76_01","Acoustic Sensors","Pr_75_75_76"
"Pr_75_75_76_02","Air Quality Sensors","Pr_75_75_76"
"Pr_75_75_76_03","Air Temperature Sensors","Pr_75_75_76"
"Pr_75_75_76_04","Ambient Noise Level Sensors","Pr_75_75_76"
"Pr_75_75_76_06","Aspirating Smoke Sensors","Pr_75_75_76"
"Pr_75_75_76_08","Beam Interruption Sensors","Pr_75_75_76"
"Pr_75_75_76_11","Cable Leak Sensors","Pr_75_75_76"
"Pr_75_75_76_13","Capacitive Proximity Sensors","Pr_75_75_76"
"Pr_75_75_76_15","Combined Daylight And Occupancy Sensors","Pr_75_75_76"
"Pr_75_75_76_16","Combined Passive Infrared And Microwave Sensors","Pr_75_75_76"
"Pr_75_75_76_17","Combined Passive Infrared And Ultrasonic Sensors","Pr_75_75_76"
"Pr_75_75_76_19","Combustion Gas Sensors","Pr_75_75_76"
"Pr_75_75_76_21","Daylight Sensors","Pr_75_75_76"
"Pr_75_75_76_23","Disinfectant Sensors","Pr_75_75_76"
"Pr_75_75_76_24","Dry Rot Sensors","Pr_75_75_76"
"Pr_75_75_76_26","Earth Proving Equipment And Monitors","Pr_75_75_76"
"Pr_75_75_76_27","Electronic Combined Current And Voltage Sensors","Pr_75_75_76"
"Pr_75_75_76_28","Extra-Low Voltage Occupancy Sensors","Pr_75_75_76"
"Pr_75_75_76_30","Flow In Duct Sensors","Pr_75_75_76"
"Pr_75_75_76_31","Flow In Pipe Sensors","Pr_75_75_76"
"Pr_75_75_76_32","Foundation Monitors","Pr_75_75_76"
"Pr_75_75_76_33","Gas Detection And Alarm Sensors","Pr_75_75_76"
"Pr_75_75_76_34","Ground Water Monitors","Pr_75_75_76"
"Pr_75_75_76_39","Humidity Sensors","Pr_75_75_76"
"Pr_75_75_76_47","Local Heat Sensors","Pr_75_75_76"
"Pr_75_75_76_50","Mains Voltage Occupancy Sensors","Pr_75_75_76"
"Pr_75_75_76_52","Microwave Sensors","Pr_75_75_76"
"Pr_75_75_76_53","Motion Sensors","Pr_75_75_76"
"Pr_75_75_76_59","Optical Beam Smoke Detectors","Pr_75_75_76"
"Pr_75_75_76_60","Pad Leak Sensors","Pr_75_75_76"
"Pr_75_75_76_61","Passive Infrared Sensors","Pr_75_75_76"
"Pr_75_75_76_62","Ph Value Sensors","Pr_75_75_76"
"Pr_75_75_76_63","Point Flame Detectors","Pr_75_75_76"
"Pr_75_75_76_64","Point Heat Detectors","Pr_75_75_76"
"Pr_75_75_76_65","Point Smoke Detectors","Pr_75_75_76"
"Pr_75_75_76_66","Portable Gas Sensors","Pr_75_75_76"
"Pr_75_75_76_67","Portable Leak Monitors","Pr_75_75_76"
"Pr_75_75_76_68","Pressure Sensors","Pr_75_75_76"
"Pr_75_75_76_69","Probe Leak Sensors","Pr_75_75_76"
"Pr_75_75_76_70","Proximity Sensors","Pr_75_75_76"
"Pr_75_75_76_72","Relay Race Break Sensors","Pr_75_75_76"
"Pr_75_75_76_73","Remote Leak Sampling Equipment","Pr_75_75_76"
